DATE,TITLE,ARTIST,,LOCKDOWN,WEEK,TOTALWEEKS,PLAYS
11/8/21,The Night Song by Ravyn Lenae,Ravyn Lenae,The Night Song,6,1,28,4
9/8/21,"U Say (feat. Tyler, the Creator & Jay Prince) by GoldLink",GoldLink,"U Say (feat. Tyler, the Creator & Jay Prince)",6,1,28,6
11/8/21,Vampire Dub by DJ Richard,DJ Richard,Vampire Dub,6,1,28,4
10/8/21,Vista by Jesse Futerman,Jesse Futerman,Vista,6,1,28,3
10/8/21,Warm Priority by Project Pablo,Project Pablo,Warm Priority,6,1,28,3
10/8/21,Warming Up by Galcher Lustwerk,Galcher Lustwerk,Warming Up,6,1,28,3
11/8/21,When U Loved Me by Hether,Hether,When U Loved Me,6,1,28,3
9/8/21,"Yeah, I Said It by Rihanna",Rihanna,"Yeah, I Said It",6,1,28,4
9/8/21,You Right by Doja Cat,Doja Cat,You Right,6,1,28,4
8/8/21,You're Not Good Enough by Blood Orange,Blood Orange,You're Not Good Enough,6,1,28,3
9/8/21,Zuki by Jonti,Jonti,Zuki,6,1,28,4
18/8/21,Alone by Doja Cat,Doja Cat,Alone,6,2,29,3
18/8/21,Anniversary by Mulherin,Mulherin,Anniversary,6,2,29,3
18/8/21,Baybee by Jay Som,Jay Som,Baybee,6,2,29,6
18/8/21,Been Like This by Doja Cat,Doja Cat,Been Like This,6,2,29,4
15/8/21,Best to You by Blood Orange,Blood Orange,Best to You,6,2,29,3
16/8/21,Booster Seat by Spacey Jane,Spacey Jane,Booster Seat,6,2,29,3
18/8/21,Burn by Jorja Smith,Jorja Smith,Burn,6,2,29,3
18/8/21,Bussdown (feat. Shaybo) by Jorja Smith,Jorja Smith,Bussdown (feat. Shaybo),6,2,29,3
18/8/21,Devil's Advocate by The Neighbourhood,The Neighbourhood,Devil's Advocate,6,2,29,4
18/8/21,Dingaling by Greentea Peng,Greentea Peng,Dingaling,6,2,29,4
18/8/21,Do U Wrong (feat. Syd) by Leven Kali,Leven Kali,Do U Wrong (feat. Syd),6,2,29,5
18/8/21,Dragonball Durag by Thundercat,Thundercat,Dragonball Durag,6,2,29,6
16/8/21,Even If It Hurts by Tei Shi,Tei Shi,Even If It Hurts,6,2,29,3
18/8/21,Everybody Works by Jay Som,Jay Som,Everybody Works,6,2,29,4
16/8/21,Funny Thing by Thundercat,Thundercat,Funny Thing,6,2,29,5
18/8/21,Get Into It (Yuh) by Doja Cat,Doja Cat,Get Into It (Yuh),6,2,29,4
18/8/21,Hide With You by Milan Ring,Milan Ring,Hide With You,6,2,29,6
18/8/21,Hold On by Justin Bieber,Justin Bieber,Hold On,6,2,29,5
18/8/21,I Don't Do Drugs (feat. Ariana Grande) by Doja Cat,Doja Cat,I Don't Do Drugs (feat. Ariana Grande),6,2,29,3
16/8/21,I Wanna Be Adored by The Stone Roses,The Stone Roses,I Wanna Be Adored,6,2,29,3
16/8/21,I Won't Mind by Raveena,Raveena,I Won't Mind,6,2,29,3
18/8/21,IDK by Willow,Willow,IDK,6,2,29,3
18/8/21,Imagine by Doja Cat,Doja Cat,Imagine,6,2,29,3
18/8/21,Jimtastic Blues by Greentea Peng,Greentea Peng,Jimtastic Blues,6,2,29,3
16/8/21,JUST LIKE THAT by Snoh Aalegra,Snoh Aalegra,JUST LIKE THAT,6,2,29,5
18/8/21,Kids by Devonté Hynes,Devonté Hynes,Kids,6,2,29,3
18/8/21,Kiss Me Like You Miss Me by Ckay,Ckay,Kiss Me Like You Miss Me,6,2,29,3
18/8/21,Kiss Me More (feat. SZA) by Doja Cat,Doja Cat,Kiss Me More (feat. SZA),6,2,29,3
17/8/21,Kyiv by Tom Misch,Tom Misch,Kyiv,6,2,29,3
18/8/21,Lil Thing by Knox Fortune,Knox Fortune,Lil Thing,6,2,29,6
18/8/21,Marceline by Willow,Willow,Marceline,6,2,29,4
18/8/21,Meet Me At Our Spot by THE ANXIETY,THE ANXIETY,Meet Me At Our Spot,6,2,29,6
16/8/21,Mythological Beauty by Big Thief,Big Thief,Mythological Beauty,6,2,29,4
18/8/21,Need to Know by Doja Cat,Doja Cat,Need to Know,6,2,29,3
13/8/21,Night Drive by Ari Lennox,Ari Lennox,Night Drive,6,2,29,3
18/8/21,Options (feat. JID) by Doja Cat,Doja Cat,Options (feat. JID),6,2,29,4
18/8/21,Payday (feat. Young Thug) by Doja Cat,Doja Cat,Payday (feat. Young Thug),6,2,29,3
18/8/21,Provider by Frank Ocean,Frank Ocean,Provider,6,2,29,3
18/8/21,R.E.M by Ariana Grande,Ariana Grande,R.E.M,6,2,29,7
18/8/21,Ride by Doja Cat,Doja Cat,Ride,6,2,29,3
14/8/21,Right Side of My Neck by Faye Webster,Faye Webster,Right Side of My Neck,6,2,29,4
16/8/21,S'Cooled by Blood Orange,Blood Orange,S'Cooled,6,2,29,3
18/8/21,She's My Collar (feat. Kali Uchis) by Gorillaz,Gorillaz,She's My Collar (feat. Kali Uchis),6,2,29,3
18/8/21,Shiver by Ngaiire,Ngaiire,Shiver,6,2,29,4
18/8/21,So Many Details by Toro y Moi,Toro y Moi,So Many Details,6,2,29,4
16/8/21,Song for You by Rhye,Rhye,Song for You,6,2,29,3
17/8/21,Sweet Time by Raveena,Raveena,Sweet Time,6,2,29,3
18/8/21,Tenderness by Jay Som,Jay Som,Tenderness,6,2,29,4
18/8/21,The Bus Song by Jay Som,Jay Som,The Bus Song,6,2,29,3
16/8/21,Who Hurt You? by Daniel Caesar,Daniel Caesar,Who Hurt You?,6,2,29,3
18/8/21,Woman by Doja Cat,Doja Cat,Woman,6,2,29,4
18/8/21,Woman (feat. Lianne La Havas) by Nao,Nao,Woman (feat. Lianne La Havas),6,2,29,4
18/8/21,You Right by Doja Cat,Doja Cat,You Right,6,2,29,4
23/8/21,3 Days by Rhye,Rhye,3 Days,6,3,30,4
22/8/21,Ain't Shit by Doja Cat,Doja Cat,Ain't Shit,6,3,30,3
23/8/21,Alone by Doja Cat,Doja Cat,Alone,6,3,30,3
23/8/21,Cabin Fever by Jaden,Jaden,Cabin Fever,6,3,30,4
23/8/21,Devil's Advocate by The Neighbourhood,The Neighbourhood,Devil's Advocate,6,3,30,12
22/8/21,Dragonball Durag by Thundercat,Thundercat,Dragonball Durag,6,3,30,3
23/8/21,Ezinna by B Wise,B Wise,Ezinna,6,3,30,3
25/8/21,Floating (feat. Hope Tala) by Raveena,Raveena,Floating (feat. Hope Tala),6,3,30,3
23/8/21,For Remembering by Angus & Julia Stone,Angus & Julia Stone,For Remembering,6,3,30,12
23/8/21,From A Dream by Angus & Julia Stone,Angus & Julia Stone,From A Dream,6,3,30,13
23/8/21,Get Into It (Yuh) by Doja Cat,Doja Cat,Get Into It (Yuh),6,3,30,5
23/8/21,Grip by Tessa Thompson,Tessa Thompson,Grip,6,3,30,3
25/8/21,Heavy Gets Light by Angus & Julia Stone,Angus & Julia Stone,Heavy Gets Light,6,3,30,22
24/8/21,Hold On by Justin Bieber,Justin Bieber,Hold On,6,3,30,8
22/8/21,I Don't Do Drugs (feat. Ariana Grande) by Doja Cat,Doja Cat,I Don't Do Drugs (feat. Ariana Grande),6,3,30,4
25/8/21,I Just Wanna Make You Real by TOPS,TOPS,I Just Wanna Make You Real,6,3,30,3
25/8/21,I Know I Know I Know by HOMESHAKE,HOMESHAKE,I Know I Know I Know,6,3,30,29
23/8/21,Imagine by Doja Cat,Doja Cat,Imagine,6,3,30,4
25/8/21,Just Like My by HOMESHAKE,HOMESHAKE,Just Like My,6,3,30,9
22/8/21,Kiss Me Like You Miss Me by Ckay,Ckay,Kiss Me Like You Miss Me,6,3,30,3
23/8/21,Let Me Know by Angus & Julia Stone,Angus & Julia Stone,Let Me Know,6,3,30,13
22/8/21,Lil Thing by Knox Fortune,Knox Fortune,Lil Thing,6,3,30,6
22/8/21,Love to Dream by Doja Cat,Doja Cat,Love to Dream,6,3,30,3
25/8/21,Mama by Raveena,Raveena,Mama,6,3,30,4
22/8/21,Naked by Doja Cat,Doja Cat,Naked,6,3,30,3
23/8/21,Need to Know by Doja Cat,Doja Cat,Need to Know,6,3,30,4
23/8/21,Options (feat. JID) by Doja Cat,Doja Cat,Options (feat. JID),6,3,30,4
22/8/21,Payday (feat. Young Thug) by Doja Cat,Doja Cat,Payday (feat. Young Thug),6,3,30,3
25/8/21,Petal by Raveena,Raveena,Petal,6,3,30,4
23/8/21,Phoenix by Rhye,Rhye,Phoenix,6,3,30,3
25/8/21,Provider by Frank Ocean,Frank Ocean,Provider,6,3,30,11
22/8/21,R.E.M by Ariana Grande,Ariana Grande,R.E.M,6,3,30,6
23/8/21,Ride by Doja Cat,Doja Cat,Ride,6,3,30,5
23/8/21,Rudie by Tora,Tora,Rudie,6,3,30,3
25/8/21,Send My Love by Jordan Rakei,Jordan Rakei,Send My Love,6,3,30,12
23/8/21,Sierra Nights (feat. Ryan Beatty) by Kevin Abstract,Kevin Abstract,Sierra Nights (feat. Ryan Beatty),6,3,30,6
25/8/21,Still Dreaming by Raveena,Raveena,Still Dreaming,6,3,30,3
25/8/21,Stronger by Raveena,Raveena,Stronger,6,3,30,3
23/8/21,Summer by Jaden,Jaden,Summer,6,3,30,6
23/8/21,Up and Down by Doja Cat,Doja Cat,Up and Down,6,3,30,3
24/8/21,Verse by Rhye,Rhye,Verse,6,3,30,4
23/8/21,Woman by Doja Cat,Doja Cat,Woman,6,3,30,5
22/8/21,You Right by Doja Cat,Doja Cat,You Right,6,3,30,3
29/8/21,3 Days by Rhye,Rhye,3 Days,6,4,31,3
29/8/21,A Couple Deer by Devonté Hynes,Devonté Hynes,A Couple Deer,6,4,31,3
27/8/21,all i need by Puma Blue,Puma Blue,all i need,6,4,31,4
1/9/21,Cabin Fever by Jaden,Jaden,Cabin Fever,6,4,31,4
27/8/21,Chanel by Frank Ocean,Frank Ocean,Chanel,6,4,31,4
29/8/21,Devil's Advocate by The Neighbourhood,The Neighbourhood,Devil's Advocate,6,4,31,3
27/8/21,Doing Better by Jamie Isaac,Jamie Isaac,Doing Better,6,4,31,3
29/8/21,I Know I Know I Know by HOMESHAKE,HOMESHAKE,I Know I Know I Know,6,4,31,6
29/8/21,Kids by Devonté Hynes,Devonté Hynes,Kids,6,4,31,3
1/9/21,Lil Thing by Knox Fortune,Knox Fortune,Lil Thing,6,4,31,3
29/8/21,Provider by Frank Ocean,Frank Ocean,Provider,6,4,31,5
31/8/21,Put Down Your Phone by Tora,Tora,Put Down Your Phone,6,4,31,5
29/8/21,Rudie by Tora,Tora,Rudie,6,4,31,3
29/8/21,Send My Love by Jordan Rakei,Jordan Rakei,Send My Love,6,4,31,4
29/8/21,Sierra Nights (feat. Ryan Beatty) by Kevin Abstract,Kevin Abstract,Sierra Nights (feat. Ryan Beatty),6,4,31,3
29/8/21,Summer by Jaden,Jaden,Summer,6,4,31,3
1/9/21,This Kinda Day by Mild Orange,Mild Orange,This Kinda Day,6,4,31,5
29/8/21,Untitled 2 by Rosehardt,Rosehardt,Untitled 2,6,4,31,4
29/8/21,Verse by Rhye,Rhye,Verse,6,4,31,4
7/9/21,Bussdown (feat. Shaybo) by Jorja Smith,Jorja Smith,Bussdown (feat. Shaybo),6,5,32,3
7/9/21,By Your Side by Kllo,Kllo,By Your Side,6,5,32,3
9/9/21,Chanel by Frank Ocean,Frank Ocean,Chanel,6,5,32,3
8/9/21,Girls Want Girls (with Lil Baby) by Drake,Drake,Girls Want Girls (with Lil Baby),6,5,32,4
8/9/21,IDK by Willow,Willow,IDK,6,5,32,5
8/9/21,Marceline by Willow,Willow,Marceline,6,5,32,5
7/9/21,No Worries (feat. Wale) by Shaybo,Shaybo,No Worries (feat. Wale),6,5,32,3
9/9/21,Rhiannon by Fleetwood Mac,Fleetwood Mac,Rhiannon,6,5,32,5
9/9/21,Used To by Sabrina Claudio,Sabrina Claudio,Used To,6,5,32,8
8/9/21,Warm Honey by Willow,Willow,Warm Honey,6,5,32,3
14/9/21,20 Something by SZA,SZA,20 Something,6,6,33,3
16/9/21,Baybee by Jay Som,Jay Som,Baybee,6,6,33,4
15/9/21,Cabin Fever by Jaden,Jaden,Cabin Fever,6,6,33,5
16/9/21,Dingaling by Greentea Peng,Greentea Peng,Dingaling,6,6,33,5
15/9/21,Do U Wrong (feat. Syd) by Leven Kali,Leven Kali,Do U Wrong (feat. Syd),6,6,33,3
14/9/21,Fast Car by Syd,Syd,Fast Car,6,6,33,3
16/9/21,Girls Want Girls (with Lil Baby) by Drake,Drake,Girls Want Girls (with Lil Baby),6,6,33,9
16/9/21,Gypsy by Fleetwood Mac,Fleetwood Mac,Gypsy,6,6,33,5
14/9/21,Harsh Realm by Widowspeak,Widowspeak,Harsh Realm,6,6,33,3
13/9/21,Heartbeat by Raveena,Raveena,Heartbeat,6,6,33,3
15/9/21,Heavy Gets Light by Angus & Julia Stone,Angus & Julia Stone,Heavy Gets Light,6,6,33,4
16/9/21,Hurricane by Kanye West,Kanye West,Hurricane,6,6,33,6
14/9/21,I Know I Know I Know by HOMESHAKE,HOMESHAKE,I Know I Know I Know,6,6,33,4
16/9/21,If Only by Raveena,Raveena,If Only,6,6,33,3
16/9/21,In My Room by Frank Ocean,Frank Ocean,In My Room,6,6,33,9
16/9/21,IN YOUR EYES by Snoh Aalegra,Snoh Aalegra,IN YOUR EYES,6,6,33,6
14/9/21,INDECISIVE by Snoh Aalegra,Snoh Aalegra,INDECISIVE,6,6,33,5
16/9/21,INDUSTRY BABY (feat. Jack Harlow) by Lil Nas X,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),6,6,33,3
14/9/21,JUST LIKE THAT by Snoh Aalegra,Snoh Aalegra,JUST LIKE THAT,6,6,33,3
14/9/21,Little Lies - 2017 Remaster by Fleetwood Mac,Fleetwood Mac,Little Lies - 2017 Remaster,6,6,33,4
16/9/21,LOST YOU by Snoh Aalegra,Snoh Aalegra,LOST YOU,6,6,33,4
13/9/21,Marceline by Willow,Willow,Marceline,6,6,33,4
15/9/21,Mindless by HOMESHAKE,HOMESHAKE,Mindless,6,6,33,5
14/9/21,Ninety by Jaden,Jaden,Ninety,6,6,33,3
14/9/21,On Sight by Free Nationals,Free Nationals,On Sight,6,6,33,11
16/9/21,Praise God by Kanye West,Kanye West,Praise God,6,6,33,4
16/9/21,Pressure by Ari Lennox,Ari Lennox,Pressure,6,6,33,9
13/9/21,Provider by Frank Ocean,Frank Ocean,Provider,6,6,33,3
16/9/21,Rhiannon by Fleetwood Mac,Fleetwood Mac,Rhiannon,6,6,33,3
15/9/21,The Weekend by SZA,SZA,The Weekend,6,6,33,3
14/9/21,Used To by Sabrina Claudio,Sabrina Claudio,Used To,6,6,33,7
16/9/21,Whatchu Doin Later by ___ Park Hye Jin,___ Park Hye Jin,Whatchu Doin Later,6,6,33,10
16/9/21,"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign) by Tyler, The Creator","Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),6,6,33,4
20/9/21,20 Something by SZA,SZA,20 Something,6,7,34,5
20/9/21,24/7 (feat. Ella Mai) by Meek Mill,Meek Mill,24/7 (feat. Ella Mai),6,7,34,3
21/9/21,3 Days by Rhye,Rhye,3 Days,6,7,34,3
23/9/21,Almeda by Solange,Solange,Almeda,6,7,34,4
23/9/21,Cabin Fever by Jaden,Jaden,Cabin Fever,6,7,34,10
21/9/21,Chanel by Frank Ocean,Frank Ocean,Chanel,6,7,34,5
23/9/21,Colors and Shapes by Mac Miller,Mac Miller,Colors and Shapes,6,7,34,4
23/9/21,de nadie by Kali Uchis,Kali Uchis,de nadie,6,7,34,7
23/9/21,Dead Man Walking by Brent Faiyaz,Brent Faiyaz,Dead Man Walking,6,7,34,5
23/9/21,Dingaling by Greentea Peng,Greentea Peng,Dingaling,6,7,34,4
22/9/21,Doves in the Wind (feat. Kendrick Lamar) by SZA,SZA,Doves in the Wind (feat. Kendrick Lamar),6,7,34,5
23/9/21,Drew Barrymore by SZA,SZA,Drew Barrymore,6,7,34,6
23/9/21,Fast Car by Syd,Syd,Fast Car,6,7,34,3
22/9/21,Girls Want Girls (with Lil Baby) by Drake,Drake,Girls Want Girls (with Lil Baby),6,7,34,8
23/9/21,Gypsy by Fleetwood Mac,Fleetwood Mac,Gypsy,6,7,34,5
23/9/21,Heavy Gets Light by Angus & Julia Stone,Angus & Julia Stone,Heavy Gets Light,6,7,34,4
23/9/21,Hurricane by Kanye West,Kanye West,Hurricane,6,7,34,5
23/9/21,In My Room by Frank Ocean,Frank Ocean,In My Room,6,7,34,6
23/9/21,IN YOUR EYES by Snoh Aalegra,Snoh Aalegra,IN YOUR EYES,6,7,34,5
19/9/21,INDECISIVE by Snoh Aalegra,Snoh Aalegra,INDECISIVE,6,7,34,4
23/9/21,INDUSTRY BABY (feat. Jack Harlow) by Lil Nas X,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),6,7,34,11
22/9/21,JUST LIKE THAT by Snoh Aalegra,Snoh Aalegra,JUST LIKE THAT,6,7,34,5
21/9/21,Kids by Devonté Hynes,Devonté Hynes,Kids,6,7,34,4
22/9/21,Little Lies - 2017 Remaster by Fleetwood Mac,Fleetwood Mac,Little Lies - 2017 Remaster,6,7,34,6
23/9/21,LOST YOU by Snoh Aalegra,Snoh Aalegra,LOST YOU,6,7,34,7
23/9/21,love nwantiti (feat. Dj Yo! & AX'EL) - Remix by Ckay,Ckay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,6,7,34,10
19/9/21,Nights by Frank Ocean,Frank Ocean,Nights,6,7,34,5
23/9/21,Ninety by Jaden,Jaden,Ninety,6,7,34,4
23/9/21,Not So Different by Willow,Willow,Not So Different,6,7,34,11
21/9/21,Ok Ok by Kanye West,Kanye West,Ok Ok,6,7,34,5
22/9/21,On Sight by Free Nationals,Free Nationals,On Sight,6,7,34,5
19/9/21,Polly Pocket by Rosehardt,Rosehardt,Polly Pocket,6,7,34,3
20/9/21,"Potato Salad by Tyler, The Creator","Tyler, The Creator",Potato Salad,6,7,34,4
23/9/21,Praise God by Kanye West,Kanye West,Praise God,6,7,34,5
22/9/21,Pressure by Ari Lennox,Ari Lennox,Pressure,6,7,34,7
20/9/21,Prom by SZA,SZA,Prom,6,7,34,6
21/9/21,Rhiannon by Fleetwood Mac,Fleetwood Mac,Rhiannon,6,7,34,3
21/9/21,Right Side of My Neck by Faye Webster,Faye Webster,Right Side of My Neck,6,7,34,4
23/9/21,"RISE! (feat. DAISY WORLD) by Tyler, The Creator","Tyler, The Creator",RISE! (feat. DAISY WORLD),6,7,34,6
21/9/21,"RUNITUP (feat. Teezo Touchdown) by Tyler, The Creator","Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),6,7,34,5
23/9/21,Score (feat. SZA & 6LACK) by Isaiah Rashad,Isaiah Rashad,Score (feat. SZA & 6LACK),6,7,34,3
23/9/21,Searching for Peeta by James Newton Howard,James Newton Howard,Searching for Peeta,6,7,34,4
23/9/21,Send My Love by Jordan Rakei,Jordan Rakei,Send My Love,6,7,34,8
23/9/21,Take Me Away (feat. Syd) by Daniel Caesar,Daniel Caesar,Take Me Away (feat. Syd),6,7,34,3
19/9/21,Take Me Where Your Heart Is by Q,Q,Take Me Where Your Heart Is,6,7,34,5
19/9/21,The Weekend by SZA,SZA,The Weekend,6,7,34,4
22/9/21,Used To by Sabrina Claudio,Sabrina Claudio,Used To,6,7,34,8
19/9/21,Vex Oh (feat. Eight9fly) by KAYTRANADA,KAYTRANADA,Vex Oh (feat. Eight9fly),6,7,34,4
22/9/21,Whatchu Doin Later by ___ Park Hye Jin,___ Park Hye Jin,Whatchu Doin Later,6,7,34,5
19/9/21,"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign) by Tyler, The Creator","Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),6,7,34,3
28/9/21,20 Something by SZA,SZA,20 Something,6,8,35,5
28/9/21,3 Days by Rhye,Rhye,3 Days,6,8,35,4
29/9/21,Almeda by Solange,Solange,Almeda,6,8,35,7
30/9/21,Another Thing by HOMESHAKE,HOMESHAKE,Another Thing,6,8,35,13
30/9/21,antidote by orion sun,orion sun,antidote,6,8,35,4
30/9/21,Be Mine by Amandla Stenberg,Amandla Stenberg,Be Mine,6,8,35,3
29/9/21,Cabin Fever by Jaden,Jaden,Cabin Fever,6,8,35,10
29/9/21,Call Me Up by HOMESHAKE,HOMESHAKE,Call Me Up,6,8,35,8
27/9/21,Chanel by Frank Ocean,Frank Ocean,Chanel,6,8,35,3
30/9/21,Conversation Pt. 1 by Mac Miller,Mac Miller,Conversation Pt. 1,6,8,35,3
29/9/21,Dang! (feat. Anderson .Paak) by Mac Miller,Mac Miller,Dang! (feat. Anderson .Paak),6,8,35,3
27/9/21,de nadie by Kali Uchis,Kali Uchis,de nadie,6,8,35,6
28/9/21,Dead Man Walking by Brent Faiyaz,Brent Faiyaz,Dead Man Walking,6,8,35,6
27/9/21,Dingaling by Greentea Peng,Greentea Peng,Dingaling,6,8,35,6
29/9/21,Doves in the Wind (feat. Kendrick Lamar) by SZA,SZA,Doves in the Wind (feat. Kendrick Lamar),6,8,35,7
27/9/21,Drew Barrymore by SZA,SZA,Drew Barrymore,6,8,35,4
29/9/21,Every Single Thing by HOMESHAKE,HOMESHAKE,Every Single Thing,6,8,35,6
29/9/21,Fast Car by Syd,Syd,Fast Car,6,8,35,5
29/9/21,Get Into It (Yuh) by Doja Cat,Doja Cat,Get Into It (Yuh),6,8,35,9
29/9/21,Girls Want Girls (with Lil Baby) by Drake,Drake,Girls Want Girls (with Lil Baby),6,8,35,7
29/9/21,Gypsy by Fleetwood Mac,Fleetwood Mac,Gypsy,6,8,35,4
30/9/21,"How It's Done (with Kim Petras, ALMA, Stefflon Don) by Kash Doll",Kash Doll,"How It's Done (with Kim Petras, ALMA, Stefflon Don)",6,8,35,5
29/9/21,Hurricane by Kanye West,Kanye West,Hurricane,6,8,35,5
27/9/21,I Don't Do Drugs (feat. Ariana Grande) by Doja Cat,Doja Cat,I Don't Do Drugs (feat. Ariana Grande),6,8,35,6
28/9/21,I Know I Know I Know by HOMESHAKE,HOMESHAKE,I Know I Know I Know,6,8,35,4
30/9/21,If You Care - A COLORS SHOW by Q,Q,If You Care - A COLORS SHOW,6,8,35,4
29/9/21,Imagine by Doja Cat,Doja Cat,Imagine,6,8,35,9
27/9/21,In My Room by Frank Ocean,Frank Ocean,In My Room,6,8,35,3
28/9/21,IN YOUR EYES by Snoh Aalegra,Snoh Aalegra,IN YOUR EYES,6,8,35,10
30/9/21,INDECISIVE by Snoh Aalegra,Snoh Aalegra,INDECISIVE,6,8,35,6
28/9/21,INDUSTRY BABY (feat. Jack Harlow) by Lil Nas X,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),6,8,35,6
29/9/21,Just Like My by HOMESHAKE,HOMESHAKE,Just Like My,6,8,35,8
29/9/21,JUST LIKE THAT by Snoh Aalegra,Snoh Aalegra,JUST LIKE THAT,6,8,35,7
30/9/21,Laws of the Universe by Toro y Moi,Toro y Moi,Laws of the Universe,6,8,35,3
30/9/21,Let My Baby Stay by Amandla Stenberg,Amandla Stenberg,Let My Baby Stay,6,8,35,6
29/9/21,Little Lies - 2017 Remaster by Fleetwood Mac,Fleetwood Mac,Little Lies - 2017 Remaster,6,8,35,7
27/9/21,LOST YOU by Snoh Aalegra,Snoh Aalegra,LOST YOU,6,8,35,4
28/9/21,Love at First Sight by Kylie Minogue,Kylie Minogue,Love at First Sight,6,8,35,3
29/9/21,love nwantiti (feat. Dj Yo! & AX'EL) - Remix by Ckay,Ckay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,6,8,35,8
30/9/21,Love song - A COLORS SHOW by Mar√≠a Isabel,Mar√≠a Isabel,Love song - A COLORS SHOW,6,8,35,6
30/9/21,Mango (Freestyle / Process) by orion sun,orion sun,Mango (Freestyle / Process),6,8,35,3
30/9/21,Mirage by Toro y Moi,Toro y Moi,Mirage,6,8,35,3
28/9/21,Naked by Doja Cat,Doja Cat,Naked,6,8,35,8
28/9/21,Need to Know by Doja Cat,Doja Cat,Need to Know,6,8,35,9
29/9/21,Nights by Frank Ocean,Frank Ocean,Nights,6,8,35,7
28/9/21,Ninety by Jaden,Jaden,Ninety,6,8,35,6
29/9/21,Not So Different by Willow,Willow,Not So Different,6,8,35,9
26/9/21,Ok Ok by Kanye West,Kanye West,Ok Ok,6,8,35,3
28/9/21,On Sight by Free Nationals,Free Nationals,On Sight,6,8,35,4
29/9/21,Options (feat. JID) by Doja Cat,Doja Cat,Options (feat. JID),6,8,35,7
26/9/21,Polly Pocket by Rosehardt,Rosehardt,Polly Pocket,6,8,35,4
29/9/21,"Potato Salad by Tyler, The Creator","Tyler, The Creator",Potato Salad,6,8,35,4
25/9/21,Praise God by Kanye West,Kanye West,Praise God,6,8,35,3
27/9/21,Pressure by Ari Lennox,Ari Lennox,Pressure,6,8,35,5
27/9/21,Prom by SZA,SZA,Prom,6,8,35,5
29/9/21,Provider by Frank Ocean,Frank Ocean,Provider,6,8,35,6
28/9/21,Ride by Doja Cat,Doja Cat,Ride,6,8,35,4
27/9/21,"RISE! (feat. DAISY WORLD) by Tyler, The Creator","Tyler, The Creator",RISE! (feat. DAISY WORLD),6,8,35,4
28/9/21,"RUNITUP (feat. Teezo Touchdown) by Tyler, The Creator","Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),6,8,35,6
27/9/21,Score (feat. SZA & 6LACK) by Isaiah Rashad,Isaiah Rashad,Score (feat. SZA & 6LACK),6,8,35,3
30/9/21,Send My Love by Jordan Rakei,Jordan Rakei,Send My Love,6,8,35,9
30/9/21,Stand Still by Sabrina Claudio,Sabrina Claudio,Stand Still,6,8,35,3
27/9/21,Take Me Where Your Heart Is by Q,Q,Take Me Where Your Heart Is,6,8,35,6
30/9/21,The Ballad Of El Goodo by Big Star,Big Star,The Ballad Of El Goodo,6,8,35,6
29/9/21,The Breeze / My Baby Cries by Bill Callahan,Bill Callahan,The Breeze / My Baby Cries,6,8,35,3
27/9/21,The Weekend by SZA,SZA,The Weekend,6,8,35,4
29/9/21,thurs 6-25 by SALES,SALES,thurs 6-25,6,8,35,3
30/9/21,Touch by Toro y Moi,Toro y Moi,Touch,6,8,35,4
27/9/21,Used To by Sabrina Claudio,Sabrina Claudio,Used To,6,8,35,5
27/9/21,Vex Oh (feat. Eight9fly) by KAYTRANADA,KAYTRANADA,Vex Oh (feat. Eight9fly),6,8,35,5
28/9/21,Whatchu Doin Later by ___ Park Hye Jin,___ Park Hye Jin,Whatchu Doin Later,6,8,35,6
29/9/21,Woman by Doja Cat,Doja Cat,Woman,6,8,35,9
27/9/21,"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign) by Tyler, The Creator","Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),6,8,35,6
28/9/21,You Right by Doja Cat,Doja Cat,You Right,6,8,35,7
30/9/21,You're No Good by Chromatics,Chromatics,You're No Good,6,8,35,3
6/10/21,Almeda by Solange,Solange,Almeda,6,9,36,4
4/10/21,Another Thing by HOMESHAKE,HOMESHAKE,Another Thing,6,9,36,5
6/10/21,antidote by orion sun,orion sun,antidote,6,9,36,6
6/10/21,Cabin Fever by Jaden,Jaden,Cabin Fever,6,9,36,4
4/10/21,Call Me Up by HOMESHAKE,HOMESHAKE,Call Me Up,6,9,36,4
4/10/21,Every Single Thing by HOMESHAKE,HOMESHAKE,Every Single Thing,6,9,36,3
6/10/21,Fall Into You - A COLORS SHOW by Rosehardt,Rosehardt,Fall Into You - A COLORS SHOW,6,9,36,3
6/10/21,fue mejor (feat. SZA) by Kali Uchis,Kali Uchis,fue mejor (feat. SZA),6,9,36,15
